emp_no,first_name,last_name,to_date,title
58590,Jayson,Roisin,9999-01-01,Senior Staff
58593,Hatsukazu,Petersohn,9999-01-01,Senior Engineer
58594,Arne,Schusler,9999-01-01,Senior Engineer
58602,Gen,Bahl,9999-01-01,Technique Leader
58606,Jiakeng,Zaumen,9999-01-01,Senior Engineer
58608,Jenwei,Khalid,9999-01-01,Senior Staff
58609,Behnaam,Mawatari,9999-01-01,Staff
58612,Divine,Junet,1997-12-17,Engineer
58620,Toshimori,Rosenbaum,9999-01-01,Senior Staff
58626,Moss,Reghbati,9999-01-01,Senior Staff
58632,Kwangjo,Penn,9999-01-01,Engineer
58634,Snehasis,Copas,1991-04-15,Engineer
58635,Giordano,Rabejac,9999-01-01,Senior Engineer
58636,Sandeepan,Chinal,9999-01-01,Senior Staff
58637,Mohamadou,Peck,9999-01-01,Senior Engineer
58639,Gregory,Emiris,1989-10-25,Staff
58640,Noritoshi,Karcich,9999-01-01,Senior Engineer
58644,Atilio,Ermel,9999-01-01,Senior Staff
58646,Froduald,Goodrum,9999-01-01,Senior Engineer
58653,Gretta,Hedayat,9999-01-01,Senior Staff
58657,Pasqua,Kaltofen,9999-01-01,Senior Engineer
58659,Claude,Rosin,9999-01-01,Senior Staff
58663,Owen,Coorg,9999-01-01,Senior Staff
58665,Mabhin,Marquardt,9999-01-01,Senior Staff
58666,Guangming,Schmezko,9999-01-01,Senior Staff
58667,Feipei,Pagter,1994-09-26,Senior Engineer
58670,Parto,Maccarone,9999-01-01,Senior Engineer
58672,Hatsukazu,Pavlopoulou,9999-01-01,Engineer
58677,Bowen,Madeira,9999-01-01,Senior Engineer
58678,Vivian,Zwicker,9999-01-01,Senior Engineer
58682,Siamak,Flasterstein,9999-01-01,Senior Staff
58684,Frederique,Denny,9999-01-01,Engineer
58685,Yuping,Puppe,9999-01-01,Senior Staff
58689,Zengping,Ushiama,9999-01-01,Senior Staff
58690,Salvador,DuCasse,1997-01-31,Engineer
58691,Narain,England,9999-01-01,Senior Staff
58694,Kasidit,Kragelund,9999-01-01,Senior Staff
58696,Zsolt,Ruemmler,9999-01-01,Senior Staff
58702,Tayeb,Kornatzky,1996-06-15,Staff
58709,Mang,Szmurlo,9999-01-01,Senior Staff
58710,Jessie,Lindenbaum,9999-01-01,Senior Staff
58713,Terresa,Kenevan,1988-08-31,Senior Staff
58719,Eishiro,Levergood,9999-01-01,Senior Engineer
58727,Junichi,Rullman,9999-01-01,Senior Engineer
58728,Boguslaw,Parfitt,9999-01-01,Senior Engineer
58735,Krassimir,Mayerwieser,9999-01-01,Engineer
58736,Cheong,Denny,9999-01-01,Senior Engineer
58743,Hitofumi,Stentiford,9999-01-01,Senior Staff
58749,Sachem,Junet,9999-01-01,Engineer
58753,Vitaly,Luders,1993-12-04,Staff
58755,Indrajit,Zedlitz,9999-01-01,Senior Staff
58757,Aria,Dechter,9999-01-01,Senior Staff
58767,Rildo,Barreiro,9999-01-01,Senior Staff
58773,Geoffry,Yavatkar,9999-01-01,Engineer
58779,Junichi,Eppinger,9999-01-01,Engineer
58780,Adin,Katzenelson,9999-01-01,Senior Staff
58781,Matt,Gischer,9999-01-01,Engineer
58787,Kristina,Erie,9999-01-01,Engineer
58788,Shmuel,Anger,9999-01-01,Senior Engineer
58789,Hercules,Cochrane,9999-01-01,Senior Engineer
58790,Peternela,Zockler,9999-01-01,Senior Staff
58795,Magdalena,Tsukuda,9999-01-01,Senior Staff
58797,Xiaoheng,Breugel,9999-01-01,Senior Staff
58801,Deniz,Rosch,1997-10-07,Senior Engineer
58806,Shakhar,Naumovich,9999-01-01,Senior Staff
58807,Murthy,Koshino,9999-01-01,Senior Staff
58809,Domenick,Riesenhuber,1994-05-23,Staff
58812,Fumiyo,Keohane,9999-01-01,Senior Engineer
58814,Gurbir,Loncour,9999-01-01,Senior Staff
58817,Xiaobin,Slutz,9999-01-01,Engineer
58818,Tsvetan,Sidje,9999-01-01,Senior Staff
58823,Feiyu,Pleszkun,9999-01-01,Senior Staff
58824,Claudi,Baalen,9999-01-01,Senior Engineer
58825,JoAnna,Swist,9999-01-01,Senior Staff
58826,Emdad,Peral,9999-01-01,Senior Engineer
58830,Uzi,Cunliffe,9999-01-01,Senior Engineer
58832,Dinah,Szilard,9999-01-01,Senior Staff
58835,Van,Vigier,9999-01-01,Senior Engineer
58836,Constantino,Rahimi,9999-01-01,Senior Engineer
58837,Bowen,Waleschkowski,9999-01-01,Senior Engineer
58838,Vasiliy,Jarecki,1998-04-26,Engineer
58841,Toshiko,Heuter,9999-01-01,Senior Engineer
58847,Jeanne,Mikschl,9999-01-01,Senior Staff
58848,Cathie,Cichocki,9999-01-01,Senior Engineer
58849,Takanari,Herath,9999-01-01,Senior Staff
58855,Lidong,Assaf,9999-01-01,Staff
58859,Holgard,Thombley,9999-01-01,Senior Staff
58860,Xudong,Lindenbaum,9999-01-01,Technique Leader
58862,Alagu,Cannata,9999-01-01,Senior Engineer
58864,Tonia,Plumb,9999-01-01,Senior Engineer
58867,Yuchang,Piveteau,2001-07-12,Senior Engineer
58869,Nahid,Eugenio,9999-01-01,Senior Engineer
58876,Zhenbing,Chinen,9999-01-01,Staff
58879,Cathie,Ushiama,9999-01-01,Senior Engineer
58891,Make,Munawer,9999-01-01,Senior Staff
58892,Masami,Cyne,9999-01-01,Senior Staff
58895,Eishiro,Spinelli,1997-08-23,Staff
58897,Kirk,Suermann,9999-01-01,Senior Staff
58901,Sreenivas,Potthoff,9999-01-01,Engineer
58904,Moti,Validov,9999-01-01,Senior Staff
58909,Halsur,Serov,9999-01-01,Staff
58913,Shahaf,Slaats,9999-01-01,Technique Leader
58914,Aemilian,Passino,9999-01-01,Engineer
58920,Youjian,Munke,1998-08-11,Senior Engineer
58932,Horward,Seuren,9999-01-01,Senior Staff
58933,Fusako,Demir,1999-02-20,Engineer
58934,Bouchung,Hardjono,9999-01-01,Senior Engineer
58943,Alejandra,Luks,9999-01-01,Senior Staff
58949,Sanjai,Billingsley,9999-01-01,Engineer
58950,Remzi,Bernardeschi,9999-01-01,Senior Engineer
58957,Feiyu,Luft,9999-01-01,Senior Staff
58959,Younwoo,Gecseg,9999-01-01,Senior Staff
58966,Jolita,Tasistro,2000-12-01,Senior Engineer
58970,Yongmin,Waterhouse,9999-01-01,Senior Engineer
58973,Marke,Decleir,9999-01-01,Senior Engineer
58974,Wonhee,Ravishankar,9999-01-01,Senior Staff
58981,Kazuhiko,Kushner,9999-01-01,Senior Staff
58988,Mototsugu,Lores,1986-10-10,Engineer
58991,Annemarie,Schaap,9999-01-01,Staff
58995,Claudi,Pehl,1994-05-25,Engineer
58996,Sven,Dengi,9999-01-01,Senior Engineer
59000,Yuriy,Barvinok,9999-01-01,Senior Staff
59002,Alselm,Maraist,9999-01-01,Senior Engineer
59005,Juyoung,Conde,9999-01-01,Staff
59007,Patricio,Hiltgen,9999-01-01,Senior Engineer
59011,Jouni,Flowers,9999-01-01,Senior Engineer
59016,Terresa,Kornyak,9999-01-01,Senior Engineer
59017,Akhilish,Pews,9999-01-01,Senior Engineer
59018,Marsal,Liesche,9999-01-01,Senior Staff
59020,Kazunori,Reeker,9999-01-01,Senior Engineer
59023,Hatsukazu,Pashtan,9999-01-01,Staff
59024,Fumiyo,Benaini,9999-01-01,Staff
59025,Oddvar,Demir,9999-01-01,Engineer
59029,Krassimir,Cmelik,9999-01-01,Senior Staff
59032,Uinam,Pusterhofer,9999-01-01,Senior Engineer
59043,Berry,Preusig,9999-01-01,Staff
59047,Jiong,Botman,9999-01-01,Senior Engineer
59060,Pohua,Jakobus,9999-01-01,Senior Staff
59061,Shalesh,Lyonns,9999-01-01,Senior Staff
59064,Muneo,Egerstedt,2000-05-31,Staff
59065,Gou,Nitta,2000-08-06,Technique Leader
59066,Abdulla,Mitina,9999-01-01,Staff
59068,Weiyi,Erva,9999-01-01,Engineer
59072,Sadok,Sigstam,9999-01-01,Senior Engineer
59073,Roded,Zockler,9999-01-01,Senior Staff
59078,Licheng,Larfeldt,9999-01-01,Senior Engineer
59087,Shakhar,Erdmenger,9999-01-01,Senior Staff
59089,Ramya,Zirintsis,9999-01-01,Senior Engineer
59090,Yuguang,Frezza,9999-01-01,Senior Staff
59093,Sanjoy,Impagliazzo,9999-01-01,Staff
59094,Adin,McDermid,9999-01-01,Senior Engineer
59096,Alexius,Leivant,9999-01-01,Staff
59099,Howell,Shimshoni,9999-01-01,Engineer
59107,Anneke,Constantine,9999-01-01,Senior Engineer
59109,Tesuya,Morrey,9999-01-01,Senior Engineer
59113,Lillian,Debuse,9999-01-01,Senior Staff
59114,Xumin,Vieri,9999-01-01,Staff
59118,Margo,Back,9999-01-01,Staff
59121,Quingbo,Trumbly,9999-01-01,Senior Staff
59123,Margareta,Magalhaes,9999-01-01,Senior Staff
59125,Hyuckchul,Menhardt,9999-01-01,Senior Engineer
59128,Jianwen,Lorho,9999-01-01,Senior Engineer
59130,Mingsen,Baja,9999-01-01,Engineer
59134,Atreyi,Salvesen,9999-01-01,Engineer
59140,Bikash,Anido,1998-06-24,Senior Engineer
59142,Murthy,Haraldson,9999-01-01,Senior Engineer
59143,Taegyun,Demir,9999-01-01,Senior Staff
59145,Tzu,Birch,9999-01-01,Senior Engineer
59146,Mahendra,Kalloufi,1990-08-21,Staff
59152,Yuguang,Sinicrope,1998-12-16,Technique Leader
59155,Larisa,Crooks,9999-01-01,Engineer
59161,Martijn,Goodrum,9999-01-01,Senior Staff
59164,Hideo,Schaad,1987-07-25,Engineer
59166,Charlene,Bernardinello,9999-01-01,Senior Engineer
59175,Pradeep,Chinin,1999-07-07,Senior Engineer
59176,Teiji,Suessmith,9999-01-01,Senior Staff
59183,Kotesh,Cronau,9999-01-01,Senior Engineer
59186,Anoosh,Bazzichi,1994-03-17,Senior Staff
59189,Petter,Sgarro,1998-06-16,Senior Engineer
59192,Luisa,Schusler,9999-01-01,Engineer
59197,Wilmer,Granlund,9999-01-01,Engineer
59199,Ennio,Ashish,2001-11-07,Senior Staff
59203,Youngkon,Bernini,9999-01-01,Technique Leader
59206,Shan,Wroclawski,9999-01-01,Senior Engineer
59207,Toshimo,Zeidenstein,1998-12-30,Staff
59210,Florian,Carrera,9999-01-01,Technique Leader
59211,Lenore,Businaro,9999-01-01,Engineer
59212,Koldo,Jeong,9999-01-01,Senior Staff
59215,Doohun,Schwaller,1995-11-07,Engineer
59219,Shounak,Peroz,9999-01-01,Technique Leader
59224,Bartek,Rusterholz,9999-01-01,Engineer
59227,Adly,Ruemmler,9999-01-01,Senior Engineer
59228,Hatem,Jeong,2002-01-10,Senior Engineer
59230,Oscar,Krichel,9999-01-01,Senior Staff
59236,Siamak,Yurek,9999-01-01,Senior Engineer
59237,Gen,Lundstrom,9999-01-01,Staff
59238,Moni,Braunschweig,9999-01-01,Staff
59242,Fun,Peak,9999-01-01,Senior Staff
59245,Nahla,Greibach,9999-01-01,Senior Staff
59248,Zhanqiu,Krzyzanowski,9999-01-01,Engineer
59250,Toong,Arlazarov,9999-01-01,Technique Leader
59251,Bilhanan,Liesche,1999-10-27,Staff
59256,Tsvetan,Emiris,9999-01-01,Senior Engineer
59260,Yongmin,Hennings,1992-09-11,Senior Engineer
59268,Berry,Besancenot,9999-01-01,Staff
59269,Chriss,Ebeling,1999-04-10,Staff
59276,Heon,Bahk,1997-03-10,Assistant Engineer
59277,Menkae,Mikschl,1998-09-20,Senior Engineer
59279,Genevieve,Jeong,9999-01-01,Staff
59283,Stevo,Bisiani,9999-01-01,Senior Engineer
59289,Yucel,Sridhar,9999-01-01,Staff
59294,Shietung,Mitchem,9999-01-01,Engineer
59295,Subbu,Ducloy,9999-01-01,Senior Staff
59299,Toney,Isaak,9999-01-01,Assistant Engineer
59309,Dannz,Sury,9999-01-01,Senior Staff
59311,Renee,Shiratori,9999-01-01,Engineer
59312,Divier,Verhoeff,9999-01-01,Senior Staff
59313,Jacqueline,Bisiani,9999-01-01,Senior Engineer
59315,Tadanori,Schahn,9999-01-01,Senior Staff
59317,Shirish,Taneja,9999-01-01,Senior Staff
59319,Sarita,Gils,9999-01-01,Staff
59322,Beshir,Cools,9999-01-01,Senior Engineer
59323,Hein,Marciano,9999-01-01,Senior Engineer
59331,Izaskun,Broder,9999-01-01,Engineer
59333,Fay,Ratnaker,9999-01-01,Senior Staff
59342,Babette,Colorni,9999-01-01,Senior Staff
59344,Basant,Portugali,1995-05-14,Staff
59346,Armond,Monkewich,9999-01-01,Senior Staff
59348,Jackson,Heemskerk,9999-01-01,Engineer
59349,Martijn,Bail,9999-01-01,Senior Engineer
59351,Yannik,Ghemri,9999-01-01,Engineer
59355,Shigeaki,Kinley,9999-01-01,Senior Staff
59356,Lorien,Belinskaya,9999-01-01,Engineer
59358,Arvind,Passino,9999-01-01,Technique Leader
59360,Jianhua,Benveniste,1993-02-14,Senior Engineer
59368,Younwoo,Baar,9999-01-01,Senior Engineer
59374,Zhaofang,Bardell,9999-01-01,Senior Staff
59379,Zsolt,Rajala,9999-01-01,Engineer
59380,Zvonko,Berendt,9999-01-01,Senior Staff
59382,Gal,Ducloy,1989-03-16,Staff
59390,Patricio,Greibach,2000-10-16,Staff
59391,Qunsheng,Plessier,9999-01-01,Senior Engineer
59393,Rajmohan,Zaccaria,9999-01-01,Senior Staff
59395,Richard,Karunanithi,9999-01-01,Engineer
59396,Pranjal,Stanger,2000-12-25,Engineer
59397,Elrique,Chachaty,9999-01-01,Engineer
59400,Chinya,Giaccio,9999-01-01,Senior Staff
59403,Spyrose,Fabrizio,9999-01-01,Senior Engineer
59404,Marek,Mondadori,1994-11-15,Staff
59409,Mechthild,Reeken,9999-01-01,Senior Engineer
59413,Huei,Albarhamtoshy,9999-01-01,Senior Staff
59414,Yuping,Kolvik,9999-01-01,Senior Staff
59415,Francesca,Puoti,2001-08-23,Engineer
59417,Anestis,Cappelletti,2000-08-10,Senior Engineer
59432,Pascal,Farrar,1996-04-24,Technique Leader
59433,Barna,Koshiba,9999-01-01,Staff
59434,Saddek,Smailagic,9999-01-01,Senior Staff
59435,Serge,Baig,9999-01-01,Senior Engineer
59450,Goncalo,Highland,9999-01-01,Senior Engineer
59456,Kazuhiko,Shumilov,9999-01-01,Technique Leader
59462,Lech,Bale,9999-01-01,Staff
59463,Wuxu,Nergos,9999-01-01,Senior Engineer
59464,Selwyn,Koyama,9999-01-01,Senior Staff
59465,Lillian,Luiz,1997-01-21,Senior Staff
59466,Gila,Kornatzky,9999-01-01,Senior Staff
59468,Kendra,Narlikar,9999-01-01,Senior Staff
59470,Ziyad,Ghelli,9999-01-01,Senior Staff
59471,Katsuo,Hiyoshi,9999-01-01,Senior Staff
59475,Palash,Dahlbom,9999-01-01,Senior Engineer
59480,Giordano,Esteva,9999-01-01,Staff
59485,Ravishankar,Birrer,9999-01-01,Senior Staff
59488,Saeko,Montresor,9999-01-01,Senior Engineer
59490,Vasilis,Anido,9999-01-01,Senior Engineer
59494,Ayakannu,Demos,9999-01-01,Engineer
59496,Valery,Hebden,9999-01-01,Senior Engineer
59499,Lijie,Furedi,9999-01-01,Senior Staff
59505,Franziska,Pagter,9999-01-01,Engineer
59507,Falguni,Bala,9999-01-01,Senior Staff
59509,Vishwani,Schueller,9999-01-01,Senior Engineer
59510,Shuichi,Bouloucos,9999-01-01,Senior Staff
59513,Xiaoheng,Rosaz,9999-01-01,Senior Engineer
59514,Palash,Camarinopoulos,9999-01-01,Senior Staff
59520,Babette,Montresor,9999-01-01,Technique Leader
59521,Kwok,Ponthieu,1995-12-25,Senior Engineer
59530,Zhonghui,Ranon,9999-01-01,Senior Staff
59537,Yefim,Pargaonkar,9999-01-01,Senior Engineer
59538,Constantijn,Stiles,9999-01-01,Senior Engineer
59539,Kwun,Slutz,9999-01-01,Senior Staff
59540,Bader,Whitcomb,9999-01-01,Staff
59543,Behnaam,Molenaar,9999-01-01,Senior Staff
59544,Subhada,Cangellaris,1997-01-16,Senior Engineer
59553,Aruna,Hockney,9999-01-01,Senior Staff
59555,Augustine,Peot,9999-01-01,Staff
59560,Shuho,Roisin,9999-01-01,Senior Staff
59565,Angus,Taubenfeld,1989-07-20,Staff
59566,Vugranam,Krybus,9999-01-01,Engineer
59567,Richard,Huttel,9999-01-01,Senior Staff
59569,Kazuyasu,Heyers,9999-01-01,Engineer
59577,Adel,Swiler,1987-03-07,Staff
59578,Pramod,Schade,9999-01-01,Senior Staff
59581,Mani,Swab,9999-01-01,Senior Engineer
59582,Chirstian,Montemayor,1995-03-28,Staff
59586,Vidar,Luiz,9999-01-01,Senior Staff
59593,Xiaoqiu,Steenbeek,9999-01-01,Senior Staff
59602,Toshimo,Stamatiou,9999-01-01,Senior Engineer
59605,Boguslaw,Rattan,1999-08-21,Senior Staff
59606,Ashish,Rodier,9999-01-01,Staff
59611,Wanqing,Fraisse,9999-01-01,Senior Staff
59612,Francoise,Aumann,9999-01-01,Staff
59613,Shaunak,Biros,1993-11-11,Senior Engineer
59622,Caolyn,Thimonier,9999-01-01,Senior Staff
59627,Tianruo,Rabejac,9999-01-01,Senior Staff
59631,Krisda,Byoun,1994-09-18,Senior Engineer
59638,Ohad,Azumi,2000-05-29,Staff
59639,Taizo,Clouatre,9999-01-01,Senior Engineer
59641,Zhiwei,Guerreiro,9999-01-01,Engineer
59645,Yinlin,Soloway,2001-05-29,Engineer
59648,Alair,Veevers,1994-01-08,Staff
59649,Henk,Kavanagh,9999-01-01,Senior Staff
59650,Shirish,Servi,9999-01-01,Senior Staff
59659,Leandro,Munke,9999-01-01,Senior Staff
59665,Mamdouh,Soloway,9999-01-01,Senior Engineer
59676,Zhiwei,Kolvik,9999-01-01,Senior Staff
59684,Qingxiang,Ranst,9999-01-01,Senior Engineer
59685,Yongdong,Schurmann,9999-01-01,Technique Leader
59688,Woody,Scharstein,9999-01-01,Senior Engineer
59692,Remzi,Kabayashi,9999-01-01,Senior Staff
59699,Mahmut,Benveniste,9999-01-01,Senior Staff
59700,Arno,Leijenhorst,9999-01-01,Senior Staff
59703,Woody,Pouyioutas,2000-03-02,Senior Engineer
59704,Toong,Makrucki,9999-01-01,Senior Engineer
59707,Bezalel,Tyugu,9999-01-01,Senior Staff
59708,Khalil,Riexinger,2000-12-31,Staff
59709,Syozo,Ratzlaff,9999-01-01,Senior Engineer
59710,Gennadi,Marchesini,9999-01-01,Senior Staff
59717,Anneke,Viele,2000-10-01,Technique Leader
59723,Josyula,Gluchowski,9999-01-01,Staff
59724,Jenwei,Stentiford,1990-03-09,Staff
59734,Adas,Ulupinar,9999-01-01,Senior Engineer
59743,Zhenhua,Bakhtari,9999-01-01,Senior Engineer
59748,Diederik,Mundy,2000-09-02,Engineer
59751,Alois,Gerlach,9999-01-01,Technique Leader
59756,Rimon,Colorni,9999-01-01,Staff
59763,Arunachalam,Schapire,2000-11-27,Senior Engineer
59764,Jeane,Wroclawski,9999-01-01,Senior Engineer
59766,Ziyad,Nitsch,9999-01-01,Senior Staff
59767,Kazuhisa,Pell,9999-01-01,Senior Staff
59770,Hatsukazu,Katalagarianos,9999-01-01,Staff
59772,Goetz,Pollacia,9999-01-01,Senior Engineer
59783,Volkmar,Raczkowsky,9999-01-01,Senior Staff
59790,Vishv,Heering,9999-01-01,Senior Engineer
59793,Jayson,Tibblin,9999-01-01,Senior Staff
59797,Muzhong,Baba,1994-11-24,Engineer
59799,Ekawit,Jording,9999-01-01,Engineer
59801,Mototsugu,Rotem,1999-12-07,Engineer
59804,Xuejia,Siepmann,9999-01-01,Technique Leader
59805,Arco,Yoshimura,9999-01-01,Staff
59807,Geraldo,Templeman,9999-01-01,Senior Staff
59809,Christfried,Anily,2000-05-28,Assistant Engineer
59824,Xiaoshan,Marwedel,9999-01-01,Assistant Engineer
59825,Anneli,Constantine,9999-01-01,Senior Engineer
59826,Martien,Frolund,9999-01-01,Senior Staff
59832,Brewster,Biran,1999-09-09,Staff
59836,Stella,Stifter,9999-01-01,Senior Engineer
59837,Tonny,Shackell,1992-01-22,Staff
59841,Pranav,Deverell,9999-01-01,Senior Engineer
59852,Divier,Goldhammer,1993-03-31,Senior Staff
59854,Dekang,Cherinka,9999-01-01,Technique Leader
59859,Shunichi,Henseler,9999-01-01,Senior Engineer
59860,Jiang,Parfitt,9999-01-01,Senior Staff
59864,Garnik,Wynblatt,9999-01-01,Senior Staff
59867,Insup,Uchoa,9999-01-01,Engineer
59878,Hitofumi,Gist,9999-01-01,Senior Engineer
59879,Amstein,Gronowski,9999-01-01,Senior Engineer
59883,Sanjiv,Serov,9999-01-01,Senior Engineer
59884,Fan,Przulj,9999-01-01,Senior Staff
59885,Radhika,Danlos,9999-01-01,Staff
59891,Guttorm,Linnainmaa,9999-01-01,Senior Engineer
59898,Gao,Iwayama,9999-01-01,Senior Engineer
59899,Toong,Schueller,9999-01-01,Engineer
59904,Subhada,Skafidas,9999-01-01,Senior Engineer
59906,Joydip,Binding,9999-01-01,Engineer
59911,Remco,Bauknecht,9999-01-01,Senior Staff
59916,Anneli,Smeets,9999-01-01,Senior Engineer
59917,Aris,Majewski,9999-01-01,Senior Staff
59919,Koichi,Aloia,9999-01-01,Senior Staff
59920,Gurbir,Hoogerwoord,9999-01-01,Senior Engineer
59922,Volkmar,Rothenberg,9999-01-01,Engineer
59927,Sedat,Salverda,9999-01-01,Senior Staff
59931,Suzette,Sewelson,1999-05-06,Staff
59935,Khoa,Marletta,9999-01-01,Senior Engineer
59936,Mani,Dehkordi,9999-01-01,Senior Engineer
59937,Oddvar,Cardazo,9999-01-01,Engineer
59939,Xinyu,Chimia,9999-01-01,Engineer
59941,Lobel,Barvinok,1989-03-03,Staff
59945,Leen,Kakkad,9999-01-01,Senior Engineer
59946,Berhard,Hartvigsen,9999-01-01,Senior Staff
59947,Muzhong,Zolotykh,9999-01-01,Senior Engineer
59960,Rance,Daescu,9999-01-01,Senior Engineer
59961,Hausi,Poulakidas,9999-01-01,Senior Staff
59964,Yinghua,Baez,1997-01-11,Senior Engineer
59971,Stein,Broder,2002-02-19,Senior Staff
59972,Padma,Schlegelmilch,9999-01-01,Senior Engineer
59974,Sajjad,Merle,9999-01-01,Engineer
59978,Mayumi,Usdin,9999-01-01,Senior Staff
59981,Rosita,Merle,9999-01-01,Staff
59984,Kwangjo,Angiulli,9999-01-01,Senior Staff
59986,Gererd,Yoshimura,9999-01-01,Senior Engineer
59989,Tianruo,Jenevein,9999-01-01,Senior Staff
59992,Huei,Bael,9999-01-01,Senior Engineer
59994,Adin,Nyrup,9999-01-01,Senior Engineer
59995,Hein,Zizka,9999-01-01,Senior Engineer
59999,Piyush,Spataro,9999-01-01,Senior Staff
60003,Rayond,Murtafg,1992-11-20,Senior Staff
60013,Breannda,Schauser,9999-01-01,Senior Engineer
60015,Geoffrey,Badr,9999-01-01,Senior Staff
60018,DeForest,Mahmud,1998-09-02,Staff
60021,Chanjung,Auyong,9999-01-01,Technique Leader
60022,Koichi,Dolinsky,9999-01-01,Technique Leader
60023,Collette,Flasterstein,9999-01-01,Engineer
60024,Sakthirel,Ramsak,1988-09-09,Senior Staff
60027,Guenter,Diderrich,9999-01-01,Senior Engineer
60028,Kazuhiko,Lieblein,9999-01-01,Technique Leader
60032,Takanari,Stasinski,9999-01-01,Staff
60034,Xinyu,Schahn,9999-01-01,Engineer
60039,Renny,Cappelli,9999-01-01,Senior Staff
60041,Maren,Serna,9999-01-01,Senior Engineer
60058,Qingxiang,Gulak,9999-01-01,Engineer
60060,Anyuan,Ramamoorthy,9999-01-01,Staff
60062,Arlette,Doering,9999-01-01,Staff
60064,Maren,Binkley,1997-09-15,Engineer
60068,Giap,Plavsic,9999-01-01,Engineer
60071,Sariel,Matheson,9999-01-01,Senior Engineer
60072,Dekang,Luke,9999-01-01,Senior Staff
60083,Bojan,Cunliffe,9999-01-01,Senior Staff
60084,Christoph,Wilfing,9999-01-01,Staff
60088,Bernt,Cardazo,1996-01-04,Technique Leader
60089,Feiyu,Garnham,9999-01-01,Senior Engineer
60097,Gonzalo,Ratnakar,1997-08-28,Engineer
60102,Susumu,Pehl,9999-01-01,Senior Engineer
60103,Hinrich,Markovitch,9999-01-01,Senior Staff
60107,Tsvetan,Ushiama,9999-01-01,Senior Staff
60113,Ulises,Fadgyas,2000-04-09,Technique Leader
60115,Nathalie,Murillo,9999-01-01,Senior Staff
60118,Izaskun,Strehl,9999-01-01,Senior Engineer
60123,Kwangjo,Thibadeau,1991-11-08,Senior Staff
60124,Kagan,Sichman,9999-01-01,Senior Staff
60131,Tesuro,Pusterhofer,9999-01-01,Senior Staff
60132,Lein,Middleton,9999-01-01,Senior Staff
60133,Valeri,Shobatake,9999-01-01,Senior Staff
60135,Theron,Tokunaga,9999-01-01,Staff
60136,Maja,Serra,9999-01-01,Senior Engineer
60137,Stafford,Conti,9999-01-01,Technique Leader
60139,Jahangir,Lortz,9999-01-01,Senior Staff
60144,Premsyl,Thiria,9999-01-01,Senior Staff
60146,Dines,Clouatre,9999-01-01,Engineer
60147,Boaz,Herbst,9999-01-01,Technique Leader
60152,Uma,Bashian,9999-01-01,Senior Staff
60156,Nirmal,Lanteri,1994-12-26,Engineer
60158,Shim,Hofman,9999-01-01,Senior Engineer
60161,Insup,Covnot,9999-01-01,Senior Staff
60162,Tesuya,Heemskerk,9999-01-01,Senior Staff
60170,Lene,Yetim,9999-01-01,Engineer
60171,Manibrata,Karunanithi,9999-01-01,Senior Engineer
60172,Kiyokazu,Perl,1994-08-04,Senior Staff
60174,Tze,Kragelund,9999-01-01,Senior Engineer
60175,Hatsukazu,Sankaranarayanan,9999-01-01,Senior Engineer
60185,Weiyi,Gruenwald,9999-01-01,Senior Engineer
60189,Vivian,Berendt,9999-01-01,Senior Staff
60193,Sanjai,Gronowski,9999-01-01,Technique Leader
60197,Harjit,Comellas,9999-01-01,Senior Staff
60199,Khalid,Conia,9999-01-01,Technique Leader
60201,Gregory,Aingworth,1991-08-07,Staff
60204,Giri,Macedo,9999-01-01,Senior Engineer
60207,Koldo,Mahmud,9999-01-01,Engineer
60216,Elrique,Lichtner,1997-07-05,Staff
60217,Limsoon,Doering,9999-01-01,Senior Staff
60229,Oscal,Takkinen,9999-01-01,Senior Staff
60232,Genevieve,Cappelletti,9999-01-01,Technique Leader
60233,Elvis,Ladret,9999-01-01,Senior Staff
60239,Khosrow,Simmel,1994-06-21,Staff
60240,Morrie,Chleq,9999-01-01,Senior Staff
60242,Mohd,Champarnaud,1993-10-07,Staff
60243,Jaewoo,Rattan,1997-03-06,Staff
60246,Honesty,Fraisse,9999-01-01,Senior Staff
60247,Hauke,Soloway,9999-01-01,Engineer
60248,Guther,Szmurlo,9999-01-01,Senior Engineer
60253,Hinrich,Szilard,2000-02-07,Staff
60255,Danae,Siochi,9999-01-01,Senior Staff
60256,Subir,Fiutem,1990-04-05,Engineer
60257,Martine,Sethi,2001-05-19,Engineer
60258,Goa,Merks,9999-01-01,Senior Engineer
60259,Chrisa,dAstous,9999-01-01,Senior Staff
